# Wahner etal, J.Phys.Chem.91, 2734(1987)
#
#           cross section (cm^2) at T(K)
#lambda   204       296       378
# nm  		            
345.36  2.514e-18 3.623e-18 4.236e-18
345.58  2.138e-18 3.309e-18 4.023e-18
345.79  1.934e-18 3.100e-18 3.857e-18
346.01  1.715e-18 2.801e-18 3.582e-18
346.22  1.541e-18 2.544e-18 3.337e-18
346.44  1.528e-18 2.405e-18 3.167e-18
346.65  1.639e-18 2.320e-18 3.003e-18
346.86  1.663e-18 2.163e-18 2.800e-18
347.08  1.594e-18 2.011e-18 2.613e-18
347.29  1.578e-18 1.903e-18 2.476e-18
347.51  1.605e-18 1.846e-18 2.361e-18
347.72  1.779e-18 1.967e-18 2.400e-18
347.94  2.399e-18 2.415e-18 2.662e-18
348.15  3.115e-18 2.824e-18 2.887e-18
348.37  3.232e-18 2.888e-18 2.918e-18
348.58  3.112e-18 2.869e-18 2.916e-18
348.79  3.020e-18 2.832e-18 2.880e-18
349.01  2.848e-18 2.716e-18 2.809e-18
349.22  2.814e-18 2.796e-18 2.884e-18
349.44  3.627e-18 3.552e-18 3.432e-18
349.65  5.289e-18 4.682e-18 4.146e-18
349.87  6.168e-18 5.175e-18 4.456e-18
350.08  6.050e-18 5.251e-18 4.587e-18
350.29  5.981e-18 5.377e-18 4.739e-18
350.51  6.024e-18 5.556e-18 4.961e-18
350.72  6.606e-18 6.368e-18 5.660e-18
350.94  9.387e-18 8.975e-18 7.563e-18
351.15  1.395e-17 1.197e-17 9.513e-18
351.37  1.504e-17 1.254e-17 9.905e-18
351.58  1.368e-17 1.203e-17 9.789e-18
351.80  1.242e-17 1.142e-17 9.521e-18
352.01  1.064e-17 1.017e-17 8.776e-18
352.22  8.374e-18 8.672e-18 7.863e-18
352.44  6.403e-18 7.212e-18 6.928e-18
352.65  4.856e-18 5.981e-18 6.084e-18
352.87  3.728e-18 4.956e-18 5.335e-18
353.08  2.908e-18 4.146e-18 4.707e-18
353.30  2.329e-18 3.543e-18 4.243e-18
353.51  1.982e-18 3.204e-18 3.989e-18
353.72  1.794e-18 2.993e-18 3.811e-18
353.94  1.609e-18 2.708e-18 3.544e-18
354.15  1.470e-18 2.467e-18 3.295e-18
354.37  1.484e-18 2.347e-18 3.129e-18
354.58  1.720e-18 2.378e-18 3.028e-18
354.80  1.967e-18 2.376e-18 2.906e-18
355.01  1.981e-18 2.248e-18 2.763e-18
355.23  1.926e-18 2.159e-18 2.645e-18
